image,mode,gt,size,anchor,x,y,stride,inside_gt,inside_fixed,before_conflict,after_conflict,iou,rank_ciou,class_score,alignment,target_weight
images/train/0000084_01436_d_0000004.jpg,adaptive,22,small,3735,284.0,300.0,8.0,0,0,1,1,0.5609384775161743,0.5386989712715149,8.670850365888327e-05,0.00022756618272978812,0.009321565739810467
images/train/0000084_01436_d_0000004.jpg,adaptive,22,small,10867,280.0,280.0,16.0,1,1,1,1,0.6306157112121582,0.6201829314231873,0.039328448474407196,0.011284238658845425,0.46222496032714844
images/train/0000084_01436_d_0000004.jpg,adaptive,22,small,10917,280.0,296.0,16.0,0,0,1,1,0.6677343249320984,0.662779688835144,0.0016013354761525989,0.003392003709450364,0.13894325494766235
images/train/0000084_01436_d_0000004.jpg,adaptive,23,small,3334,276.0,268.0,8.0,0,0,1,1,0.2931212782859802,0.22071653604507446,0.006360791157931089,9.220719221048057e-06,0.01920914836227894
images/train/0000084_01436_d_0000004.jpg,adaptive,23,small,3335,284.0,268.0,8.0,0,0,1,1,0.3940446376800537,0.3657238483428955,0.0053823948837816715,0.00017555269005242735,0.36572176218032837
images/train/0000084_01436_d_0000004.jpg,adaptive,23,small,3734,276.0,300.0,8.0,0,0,1,1,0.16927729547023773,0.08732826262712479,3.8486261473735794e-05,2.7515776324094077e-09,5.7322495194966905e-06
images/train/0000084_01436_d_0000004.jpg,adaptive,24,small,3514,116.0,284.0,8.0,1,1,1,1,0.6298230886459351,0.6159003973007202,0.11344802379608154,0.0183849036693573,0.13127733767032623
images/train/0000084_01436_d_0000004.jpg,adaptive,24,small,3515,124.0,284.0,8.0,1,1,1,1,0.582080066204071,0.5711668729782104,0.08637501299381256,0.010204039514064789,0.07286190986633301
images/train/0000084_01436_d_0000004.jpg,adaptive,24,small,3614,116.0,292.0,8.0,1,1,1,1,0.723243236541748,0.7179749608039856,0.10938994586467743,0.04530482739210129,0.32349893450737
images/train/0000084_01436_d_0000004.jpg,adaptive,24,small,3615,124.0,292.0,8.0,1,1,1,1,0.6709358096122742,0.6648532152175903,0.19143319129943848,0.037788812071084976,0.2698308825492859
images/train/0000084_01436_d_0000004.jpg,adaptive,24,small,3713,108.0,300.0,8.0,1,1,1,1,0.8283417224884033,0.8275089263916016,0.01131023932248354,0.034148529171943665,0.24383744597434998
images/train/0000084_01436_d_0000004.jpg,adaptive,24,small,3714,116.0,300.0,8.0,1,1,1,1,0.7623653411865234,0.7591543197631836,0.2061532884836197,0.0869111567735672,0.6205887794494629
