epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
1,9.91517,5.08844,6.27609,4.52379,3,0,0,0,0,5.5532,5.36056,4.1582,0,0.0001071,0.0001071,0.0001071,5.355e-05,0.0002142
